                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.31158,                0.24874,                0.94725,                 0.8878,                0.81348,                0.89403,                 0.7342,                0.76506,                0.54979,                 1.2886,               0.004918,               0.004918,               0.004918
                    156,                 0.3122,                0.24856,                0.94722,                0.88765,                0.81371,                0.89406,                0.73537,                0.76373,                0.54803,                 1.2873,               0.004885,               0.004885,               0.004885
                    157,                0.31277,                0.24714,                0.94511,                0.89517,                0.81348,                 0.8945,                0.73593,                0.76257,                0.54664,                 1.2856,               0.004852,               0.004852,               0.004852
                    158,                0.31158,                0.24499,                0.94511,                0.89854,                0.81297,                0.89453,                0.73657,                0.76127,                0.54567,                 1.2839,               0.004819,               0.004819,               0.004819
                    159,                0.31125,                0.24801,                0.94282,                0.90082,                0.81249,                0.89481,                0.73776,                0.76015,                0.54382,                 1.2819,               0.004786,               0.004786,               0.004786
                    160,                0.30551,                0.23967,                0.94021,                  0.908,                   0.81,                0.89522,                0.73864,                0.75877,                0.54231,                 1.2803,               0.004753,               0.004753,               0.004753
                    161,                0.30723,                0.24782,                0.94002,                0.89742,                0.81233,                 0.8954,                0.73916,                0.75742,                0.54156,                 1.2784,                0.00472,                0.00472,                0.00472
                    162,                0.31006,                 0.2468,                0.94138,                0.90751,                0.79867,                0.89591,                0.74059,                0.75607,                0.54078,                 1.2767,               0.004687,               0.004687,               0.004687
                    163,                0.30536,                0.24137,                0.93772,                0.90017,                0.81017,                 0.8958,                0.74103,                0.75502,                0.53896,                  1.275,               0.004654,               0.004654,               0.004654
                    164,                0.30563,                0.24241,                0.93842,                0.89683,                0.81156,                0.89585,                0.74144,                0.75362,                0.53686,                 1.2733,               0.004621,               0.004621,               0.004621
                    165,                0.30513,                0.24228,                0.93817,                  0.899,                0.81006,                0.89645,                0.74161,                0.75171,                0.53501,                  1.271,               0.004588,               0.004588,               0.004588
                    166,                0.30435,                0.24074,                0.93885,                0.90289,                0.81128,                 0.8969,                0.74252,                0.75026,                0.53383,                 1.2697,               0.004555,               0.004555,               0.004555
                    167,                0.30455,                0.24401,                0.93804,                0.90351,                 0.8109,                0.89701,                 0.7429,                0.74898,                0.53257,                 1.2685,               0.004522,               0.004522,               0.004522
                    168,                0.30366,                0.24016,                0.93842,                0.90287,                0.81437,                0.89761,                 0.7439,                0.74714,                0.53106,                 1.2665,               0.004489,               0.004489,               0.004489
                    169,                0.30301,                0.23838,                0.93946,                 0.9082,                0.81402,                0.89808,                0.74479,                0.74534,                0.52945,                 1.2649,               0.004456,               0.004456,               0.004456
                    170,                0.29994,                0.23965,                0.93631,                0.90939,                0.81634,                0.89909,                0.74612,                0.74342,                0.52766,                 1.2629,               0.004423,               0.004423,               0.004423
                    171,                0.30125,                0.23664,                0.93335,                0.90955,                0.81491,                0.89893,                0.74658,                0.74214,                0.52541,                 1.2613,                0.00439,                0.00439,                0.00439
                    172,                0.30053,                0.24029,                 0.9348,                0.90978,                0.81447,                0.89895,                0.74713,                0.74092,                0.52392,                 1.2601,               0.004357,               0.004357,               0.004357
                    173,                0.29909,                0.23748,                0.93747,                0.91938,                0.81217,                0.89949,                0.74748,                0.73945,                0.52234,                  1.259,               0.004324,               0.004324,               0.004324
                    174,                0.30061,                0.23763,                0.93688,                0.91828,                0.80928,                0.90028,                0.74755,                 0.7389,                0.52102,                 1.2581,               0.004291,               0.004291,               0.004291
                    175,                0.29951,                0.23719,                0.93509,                0.91079,                0.81061,                0.90078,                0.74756,                0.73764,                0.52037,                 1.2565,               0.004258,               0.004258,               0.004258
                    176,                0.30129,                0.23798,                0.93522,                 0.9048,                0.81634,                 0.9012,                0.74798,                0.73643,                0.51943,                  1.255,               0.004225,               0.004225,               0.004225
                    177,                0.30025,                0.23584,                0.93726,                0.90184,                0.82185,                0.90136,                0.74895,                0.73473,                0.51911,                 1.2529,               0.004192,               0.004192,               0.004192
                    178,                0.29949,                0.23812,                0.93252,                0.89022,                0.83305,                0.90133,                0.74996,                0.73396,                0.51764,                 1.2515,               0.004159,               0.004159,               0.004159
                    179,                0.29726,                  0.236,                0.93354,                0.90082,                0.82321,                 0.9016,                0.75095,                0.73303,                0.51562,                   1.25,               0.004126,               0.004126,               0.004126
                    180,                 0.2949,                0.23262,                0.93065,                0.90176,                0.82584,                0.90231,                0.75086,                0.73272,                0.51434,                 1.2489,               0.004093,               0.004093,               0.004093
                    181,                0.29632,                0.23195,                0.93694,                0.89635,                0.83351,                0.90244,                0.75152,                0.73233,                0.51371,                 1.2481,                0.00406,                0.00406,                0.00406
                    182,                0.29448,                0.23018,                0.93286,                0.89446,                0.83468,                 0.9028,                0.75213,                0.73175,                0.51353,                 1.2474,               0.004027,               0.004027,               0.004027
                    183,                0.29317,                0.22944,                0.93224,                0.89426,                0.83406,                 0.9031,                0.75273,                0.73096,                0.51216,                 1.2462,               0.003994,               0.003994,               0.003994
                    184,                0.29256,                0.22991,                0.93455,                0.89743,                0.83384,                0.90426,                0.75334,                0.73008,                0.51127,                 1.2452,               0.003961,               0.003961,               0.003961
                    185,                0.29389,                0.23119,                0.93234,                0.89705,                0.83216,                0.90499,                0.75437,                0.72886,                0.51042,                 1.2442,               0.003928,               0.003928,               0.003928
                    186,                0.29361,                0.23063,                0.93003,                0.89886,                0.83339,                0.90565,                0.75576,                0.72813,                0.50879,                 1.2429,               0.003895,               0.003895,               0.003895
                    187,                0.29548,                0.22869,                0.93157,                0.89881,                0.83386,                0.90576,                0.75592,                0.72751,                 0.5072,                 1.2415,               0.003862,               0.003862,               0.003862
                    188,                0.29011,                 0.2308,                0.92904,                0.89575,                0.83849,                0.90634,                0.75617,                0.72622,                0.50619,                 1.2394,               0.003829,               0.003829,               0.003829
                    189,                0.28881,                0.22777,                0.93286,                0.89582,                0.83903,                0.90597,                0.75574,                 0.7253,                0.50537,                 1.2379,               0.003796,               0.003796,               0.003796
                    190,                0.28988,                0.22662,                0.92937,                0.89574,                0.84357,                 0.9067,                0.75625,                0.72511,                0.50423,                 1.2373,               0.003763,               0.003763,               0.003763
                    191,                 0.2892,                0.22733,                 0.9288,                0.89718,                 0.8451,                0.90759,                0.75684,                0.72427,                0.50307,                 1.2364,                0.00373,                0.00373,                0.00373
                    192,                0.28855,                0.22654,                0.92991,                  0.903,                0.84654,                0.90826,                0.75774,                0.72349,                0.50117,                  1.235,               0.003697,               0.003697,               0.003697
                    193,                 0.2903,                0.22714,                0.93019,                0.90154,                0.84698,                0.90896,                0.75901,                0.72225,                0.49972,                 1.2336,               0.003664,               0.003664,               0.003664
                    194,                0.28767,                0.22308,                 0.9318,                0.90286,                0.85099,                0.90958,                0.75906,                 0.7215,                0.49904,                 1.2328,               0.003631,               0.003631,               0.003631
                    195,                0.28802,                0.22438,                0.92794,                0.89964,                0.85306,                0.91015,                0.75976,                0.72094,                0.49802,                 1.2319,               0.003598,               0.003598,               0.003598
                    196,                0.28652,                0.22222,                0.92954,                0.90308,                0.85306,                0.91048,                0.76044,                0.72053,                0.49732,                 1.2313,               0.003565,               0.003565,               0.003565
                    197,                0.28448,                0.22273,                0.92945,                0.90212,                0.85512,                 0.9109,                0.76076,                0.71962,                0.49651,                 1.2303,               0.003532,               0.003532,               0.003532
                    198,                0.28408,                0.21975,                0.92833,                0.90878,                 0.8529,                0.91113,                0.76163,                0.71879,                0.49543,                  1.229,               0.003499,               0.003499,               0.003499
                    199,                  0.286,                0.22302,                0.92897,                0.90656,                0.85361,                0.91186,                0.76181,                0.71826,                0.49414,                 1.2281,               0.003466,               0.003466,               0.003466
                    200,                0.28238,                0.22348,                0.92665,                0.90823,                0.85595,                0.91228,                0.76245,                0.71735,                0.49257,                  1.227,               0.003433,               0.003433,               0.003433
                    201,                0.28119,                0.22075,                0.92767,                0.90718,                0.85638,                0.91322,                0.76265,                0.71649,                0.49176,                  1.226,                 0.0034,                 0.0034,                 0.0034
                    202,                0.28487,                0.22027,                0.92779,                0.90485,                0.85675,                 0.9134,                0.76406,                0.71547,                 0.4904,                 1.2248,               0.003367,               0.003367,               0.003367
                    203,                0.27888,                 0.2174,                0.92623,                0.90557,                0.85805,                0.91356,                  0.765,                0.71438,                0.49012,                 1.2236,               0.003334,               0.003334,               0.003334
                    204,                0.28279,                0.22061,                0.92705,                0.90787,                0.85893,                0.91368,                0.76566,                0.71321,                0.48934,                 1.2221,               0.003301,               0.003301,               0.003301
                    205,                0.27779,                0.21963,                  0.927,                 0.9077,                 0.8602,                0.91388,                0.76659,                0.71263,                0.48759,                 1.2214,               0.003268,               0.003268,               0.003268
                    206,                0.27822,                0.21473,                0.92688,                0.90837,                0.85619,                0.91407,                0.76739,                0.71203,                0.48634,                 1.2207,               0.003235,               0.003235,               0.003235
                    207,                0.27765,                0.21376,                0.92589,                0.91395,                0.85484,                0.91414,                0.76779,                0.71146,                0.48516,                   1.22,               0.003202,               0.003202,               0.003202
                    208,                0.27746,                0.21601,                0.92485,                0.91565,                0.85465,                0.91426,                0.76746,                0.71081,                0.48343,                 1.2191,               0.003169,               0.003169,               0.003169
                    209,                0.27765,                0.21343,                0.92668,                0.91644,                0.85753,                 0.9145,                0.76861,                0.71031,                0.48234,                 1.2191,               0.003136,               0.003136,               0.003136
                    210,                0.27292,                0.21375,                0.92349,                0.91531,                0.85782,                0.91537,                0.76906,                0.70927,                0.48115,                 1.2183,               0.003103,               0.003103,               0.003103
                    211,                0.27577,                0.21361,                0.92543,                 0.9141,                0.85776,                 0.9157,                0.76915,                0.70804,                0.48025,                 1.2175,                0.00307,                0.00307,                0.00307
                    212,                0.27628,                0.21738,                0.92423,                 0.9167,                 0.8588,                0.91623,                0.76936,                0.70714,                0.47989,                 1.2169,               0.003037,               0.003037,               0.003037
                    213,                0.27437,                0.21132,                0.91988,                 0.9146,                0.86101,                0.91653,                0.76975,                0.70606,                0.47776,                 1.2157,               0.003004,               0.003004,               0.003004
                    214,                0.27424,                0.21185,                0.92268,                0.91853,                0.86098,                 0.9167,                0.77082,                0.70441,                0.47516,                 1.2138,               0.002971,               0.002971,               0.002971
                    215,                0.27385,                0.21192,                0.92256,                0.91667,                0.86235,                0.91712,                0.77242,                0.70328,                0.47339,                 1.2126,               0.002938,               0.002938,               0.002938
                    216,                0.27124,                0.20934,                 0.9226,                0.91538,                0.86521,                0.91768,                0.77291,                0.70289,                0.47209,                 1.2117,               0.002905,               0.002905,               0.002905
                    217,                0.27141,                0.20934,                0.92523,                0.91009,                 0.8661,                0.91802,                0.77232,                0.70274,                0.47114,                 1.2118,               0.002872,               0.002872,               0.002872
                    218,                0.27068,                 0.2069,                0.92083,                0.91554,                0.86279,                0.91831,                0.77285,                0.70228,                0.46988,                 1.2112,               0.002839,               0.002839,               0.002839
                    219,                0.27231,                0.21034,                0.92292,                0.92848,                0.84688,                0.91861,                0.77421,                0.70116,                0.46809,                 1.2102,               0.002806,               0.002806,               0.002806
                    220,                0.27124,                0.21065,                 0.9243,                 0.9352,                0.84367,                0.91933,                0.77484,                0.70019,                0.46691,                 1.2095,               0.002773,               0.002773,               0.002773
                    221,                0.27204,                 0.2087,                0.92167,                0.93973,                0.84392,                0.91965,                 0.7753,                  0.699,                0.46471,                 1.2086,                0.00274,                0.00274,                0.00274
                    222,                0.26545,                0.20603,                0.91863,                 0.9398,                0.84389,                0.91996,                0.77611,                0.69784,                0.46273,                  1.207,               0.002707,               0.002707,               0.002707
                    223,                0.26488,                0.20292,                0.91816,                0.94088,                0.84481,                0.92036,                0.77639,                 0.6969,                0.46106,                 1.2056,               0.002674,               0.002674,               0.002674
                    224,                0.26671,                0.20385,                0.91845,                0.94579,                0.84456,                0.92013,                0.77722,                0.69591,                0.45942,                 1.2046,               0.002641,               0.002641,               0.002641
                    225,                 0.2663,                0.20416,                0.91668,                0.94587,                0.84402,                 0.9212,                0.77807,                  0.695,                0.45825,                 1.2034,               0.002608,               0.002608,               0.002608
                    226,                0.26624,                0.20249,                0.91644,                0.93716,                0.85153,                0.92149,                0.77902,                0.69377,                0.45751,                  1.202,               0.002575,               0.002575,               0.002575
                    227,                0.26475,                0.20224,                0.91658,                0.93235,                0.85341,                 0.9222,                0.78003,                0.69288,                0.45704,                 1.2009,               0.002542,               0.002542,               0.002542
                    228,                0.26586,                0.20028,                0.91807,                0.94072,                0.85177,                0.92253,                0.78143,                0.69166,                0.45572,                 1.1998,               0.002509,               0.002509,               0.002509
                    229,                0.26465,                 0.2026,                0.91686,                0.94031,                0.85153,                0.92289,                0.78199,                0.69081,                0.45344,                 1.1987,               0.002476,               0.002476,               0.002476
                    230,                0.26176,                0.20126,                0.91687,                0.93892,                0.85424,                0.92307,                0.78226,                0.68979,                0.45252,                 1.1976,               0.002443,               0.002443,               0.002443
                    231,                0.26133,                0.19885,                0.91653,                0.93789,                 0.8553,                 0.9233,                0.78339,                0.68907,                0.45108,                 1.1964,                0.00241,                0.00241,                0.00241
                    232,                0.26109,                0.20253,                0.91513,                0.93392,                0.86235,                 0.9238,                 0.7828,                0.68793,                0.44982,                 1.1949,               0.002377,               0.002377,               0.002377
                    233,                0.26062,                0.19685,                0.91499,                0.93352,                0.86267,                0.92266,                0.78294,                0.68701,                0.44865,                 1.1936,               0.002344,               0.002344,               0.002344
                    234,                0.25767,                0.19688,                0.91367,                0.93444,                0.86398,                0.92213,                 0.7822,                0.68623,                0.44785,                 1.1926,               0.002311,               0.002311,               0.002311
                    235,                0.25912,                0.19662,                0.91338,                0.93034,                0.86852,                0.92094,                0.78259,                0.68593,                0.44702,                 1.1917,               0.002278,               0.002278,               0.002278
                    236,                0.25843,                0.19824,                 0.9148,                0.92979,                0.86977,                0.92171,                0.78343,                0.68494,                0.44644,                 1.1907,               0.002245,               0.002245,               0.002245
                    237,                 0.2551,                0.19397,                0.91471,                0.92866,                0.86923,                0.92152,                0.78351,                0.68417,                0.44518,                 1.1896,               0.002212,               0.002212,               0.002212
                    238,                0.25549,                0.19586,                0.91318,                 0.9292,                0.86923,                0.92189,                0.78444,                 0.6835,                0.44408,                 1.1889,               0.002179,               0.002179,               0.002179
                    239,                0.25573,                0.19699,                0.90886,                0.92909,                0.86844,                0.92333,                0.78525,                 0.6829,                0.44337,                 1.1879,               0.002146,               0.002146,               0.002146
                    240,                0.25343,                0.19435,                0.90905,                0.92808,                0.86778,                0.92241,                0.78591,                0.68207,                0.44366,                 1.1868,               0.002113,               0.002113,               0.002113
                    241,                 0.2556,                0.19402,                0.91138,                0.92936,                0.86907,                0.92357,                0.78679,                0.68094,                0.44321,                 1.1855,                0.00208,                0.00208,                0.00208
                    242,                0.25276,                 0.1945,                0.91132,                0.92944,                0.86989,                0.92391,                0.78692,                0.68031,                0.44318,                 1.1846,               0.002047,               0.002047,               0.002047
                    243,                0.25349,                0.19405,                0.90882,                0.92874,                0.87056,                0.92342,                 0.7875,                0.67962,                0.44252,                 1.1833,               0.002014,               0.002014,               0.002014
                    244,                0.25054,                0.19125,                0.91053,                0.92899,                0.87018,                0.92382,                0.78713,                0.67803,                0.44133,                 1.1812,               0.001981,               0.001981,               0.001981
                    245,                0.24773,                0.19036,                0.90855,                0.92975,                0.86664,                0.92438,                0.78763,                0.67785,                0.44083,                 1.1811,               0.001948,               0.001948,               0.001948
                    246,                0.25132,                0.19144,                0.90773,                0.92764,                0.86677,                0.92452,                0.78734,                0.67718,                0.43994,                 1.1801,               0.001915,               0.001915,               0.001915
                    247,                0.24814,                0.18862,                0.90948,                0.92796,                0.86664,                0.92441,                0.78827,                0.67653,                0.43822,                 1.1792,               0.001882,               0.001882,               0.001882
                    248,                0.24864,                0.18911,                0.91121,                0.93929,                0.86435,                0.92447,                0.78895,                0.67544,                0.43735,                 1.1783,               0.001849,               0.001849,               0.001849
                    249,                0.24452,                0.18456,                0.90606,                0.93191,                 0.8673,                0.92442,                0.78971,                0.67457,                0.43622,                 1.1771,               0.001816,               0.001816,               0.001816
                    250,                0.24576,                0.18431,                0.91072,                0.93399,                0.86775,                0.92573,                0.79011,                0.67359,                0.43525,                 1.1762,               0.001783,               0.001783,               0.001783
                    251,                0.24666,                0.18565,                0.91031,                 0.9343,                0.86617,                0.92486,                0.79071,                0.67282,                0.43393,                 1.1756,                0.00175,                0.00175,                0.00175
                    252,                0.24431,                0.18624,                0.90868,                  0.936,                0.86477,                0.92522,                0.79065,                0.67176,                0.43333,                 1.1746,               0.001717,               0.001717,               0.001717
                    253,                0.24633,                0.18703,                0.90988,                0.93553,                0.86514,                0.92557,                0.79172,                0.67082,                0.43189,                 1.1739,               0.001684,               0.001684,               0.001684
                    254,                0.24416,                0.18469,                0.90824,                0.93516,                0.86542,                 0.9265,                0.79114,                0.67005,                0.43059,                  1.173,               0.001651,               0.001651,               0.001651
                    255,                0.24385,                0.18538,                0.91022,                0.93752,                0.86501,                0.92721,                0.79208,                0.66944,                0.42978,                 1.1722,               0.001618,               0.001618,               0.001618
                    256,                0.24117,                0.18349,                0.90651,                0.93402,                0.86702,                0.92745,                 0.7927,                0.66811,                0.42965,                 1.1709,               0.001585,               0.001585,               0.001585
                    257,                0.24129,                0.18181,                 0.9039,                0.93721,                0.86727,                0.92765,                0.79318,                0.66719,                0.42886,                 1.1699,               0.001552,               0.001552,               0.001552
                    258,                0.24181,                0.18182,                0.90715,                0.94625,                0.86036,                0.92776,                0.79404,                0.66611,                0.42761,                 1.1688,               0.001519,               0.001519,               0.001519
                    259,                0.23712,                0.17945,                0.90556,                0.94637,                0.86006,                0.92684,                0.79367,                0.66516,                0.42689,                 1.1679,               0.001486,               0.001486,               0.001486
                    260,                 0.2367,                 0.1781,                0.90676,                 0.9475,                0.86047,                0.92695,                0.79347,                0.66432,                0.42605,                 1.1672,               0.001453,               0.001453,               0.001453
                    261,                0.23964,                0.18105,                0.90741,                0.94435,                0.86157,                0.92714,                0.79375,                 0.6633,                0.42578,                 1.1666,                0.00142,                0.00142,                0.00142
                    262,                0.23671,                0.17896,                0.90536,                0.94417,                0.86236,                 0.9272,                 0.7941,                0.66248,                0.42507,                 1.1658,               0.001387,               0.001387,               0.001387
                    263,                0.23455,                0.17563,                0.90549,                0.94256,                0.86253,                0.92741,                 0.7943,                0.66172,                0.42443,                 1.1652,               0.001354,               0.001354,               0.001354
                    264,                0.23481,                0.17563,                0.90298,                0.94578,                  0.864,                0.92676,                0.79528,                0.66104,                0.42411,                 1.1644,               0.001321,               0.001321,               0.001321
                    265,                0.23471,                0.17501,                0.90368,                0.94645,                0.86406,                0.92677,                0.79638,                0.66041,                0.42334,                 1.1639,               0.001288,               0.001288,               0.001288
                    266,                0.23458,                0.17521,                 0.9031,                0.94602,                0.86467,                0.92681,                0.79668,                0.65946,                0.42279,                  1.163,               0.001255,               0.001255,               0.001255
                    267,                0.23356,                0.17421,                0.90464,                0.94637,                0.86618,                  0.927,                0.79798,                0.65856,                0.42213,                 1.1623,               0.001222,               0.001222,               0.001222
                    268,                0.22956,                0.17153,                0.90267,                0.94586,                0.86615,                0.92873,                0.79781,                0.65764,                0.42156,                 1.1616,               0.001189,               0.001189,               0.001189
                    269,                0.22885,                 0.1714,                0.90161,                0.94608,                 0.8661,                0.92775,                0.79806,                 0.6568,                0.42084,                 1.1609,               0.001156,               0.001156,               0.001156
                    270,                0.22958,                0.17203,                0.90331,                0.94629,                  0.866,                0.92791,                 0.7992,                0.65617,                0.42029,                 1.1605,               0.001123,               0.001123,               0.001123
                    271,                0.23022,                0.17234,                0.90438,                0.94594,                 0.8668,                0.92769,                0.79884,                0.65545,                0.41985,                 1.1599,                0.00109,                0.00109,                0.00109
                    272,                0.23144,                0.17161,                0.90459,                0.94593,                0.86704,                0.92835,                0.79944,                0.65473,                0.41895,                 1.1596,               0.001057,               0.001057,               0.001057
                    273,                0.22651,                0.17047,                0.90153,                 0.9463,                0.86611,                0.92847,                0.80044,                0.65431,                 0.4187,                 1.1594,               0.001024,               0.001024,               0.001024
                    274,                0.22484,                0.16713,                0.89982,                0.94715,                0.86702,                0.92875,                0.80036,                0.65348,                0.41873,                 1.1588,               0.000991,               0.000991,               0.000991
                    275,                0.22587,                0.16743,                0.90185,                0.94862,                0.86712,                0.93077,                0.80125,                0.65282,                0.41868,                  1.158,               0.000958,               0.000958,               0.000958
                    276,                0.22797,                0.16965,                0.90194,                0.94792,                0.86827,                0.93138,                0.80126,                0.65217,                0.41824,                 1.1575,               0.000925,               0.000925,               0.000925
                    277,                0.22193,                0.16518,                0.89839,                0.94932,                 0.8691,                0.93185,                 0.8012,                 0.6515,                0.41734,                 1.1567,               0.000892,               0.000892,               0.000892
                    278,                0.21956,                0.16577,                0.89611,                 0.9493,                0.86893,                0.93228,                0.80245,                0.65095,                0.41671,                 1.1558,               0.000859,               0.000859,               0.000859
                    279,                0.22072,                0.16461,                0.89858,                0.94824,                0.86884,                0.93252,                0.80295,                0.65033,                0.41632,                 1.1552,               0.000826,               0.000826,               0.000826
                    280,                0.22174,                0.16292,                0.89738,                0.94979,                0.86891,                0.93287,                0.80351,                0.65002,                0.41543,                 1.1545,               0.000793,               0.000793,               0.000793
                    281,                0.21993,                0.16409,                 0.8969,                0.94993,                0.86908,                0.93307,                0.80348,                0.64934,                0.41523,                 1.1538,                0.00076,                0.00076,                0.00076
                    282,                0.22059,                0.16404,                0.89767,                0.94673,                0.87109,                0.93311,                0.80378,                0.64844,                0.41507,                 1.1526,               0.000727,               0.000727,               0.000727
                    283,                0.22012,                 0.1612,                0.89873,                0.94661,                0.87109,                0.93342,                0.80467,                0.64766,                0.41399,                 1.1516,               0.000694,               0.000694,               0.000694
                    284,                0.21906,                0.16109,                0.89673,                 0.9479,                0.87096,                0.93366,                0.80499,                0.64719,                0.41283,                  1.151,               0.000661,               0.000661,               0.000661
                    285,                0.21646,                0.15951,                0.89527,                0.94808,                0.87239,                0.93385,                0.80489,                0.64646,                0.41195,                 1.1499,               0.000628,               0.000628,               0.000628
                    286,                0.21448,                0.15896,                0.89448,                0.94695,                0.87109,                0.93397,                0.80508,                0.64594,                0.41179,                 1.1496,               0.000595,               0.000595,               0.000595
                    287,                0.21524,                0.15851,                0.89363,                0.94712,                0.86966,                0.93418,                0.80556,                0.64511,                0.41179,                 1.1489,               0.000562,               0.000562,               0.000562
                    288,                0.21636,                0.16042,                0.89494,                 0.9473,                0.86966,                0.93441,                0.80571,                0.64445,                  0.411,                 1.1484,               0.000529,               0.000529,               0.000529
                    289,                   0.21,                0.15643,                0.89196,                0.94809,                0.86966,                0.93464,                0.80563,                0.64395,                0.41071,                 1.1478,               0.000496,               0.000496,               0.000496
                    290,                0.21423,                0.15681,                0.89481,                0.95037,                 0.8668,                0.93429,                0.80571,                0.64335,                0.41012,                 1.1473,               0.000463,               0.000463,               0.000463
                    291,                0.55756,                0.34828,                 1.0737,                0.94918,                 0.8668,                 0.9344,                0.80662,                0.64266,                0.40895,                 1.1465,                0.00043,                0.00043,                0.00043
                    292,                0.52228,                0.29921,                 1.0379,                0.94945,                 0.8668,                0.93473,                0.80686,                0.64177,                0.40793,                 1.1457,               0.000397,               0.000397,               0.000397
                    293,                0.50587,                0.28791,                 1.0236,                0.94948,                 0.8668,                0.93526,                0.80708,                0.64084,                0.40726,                 1.1448,               0.000364,               0.000364,               0.000364
                    294,                0.50133,                0.28441,                 1.0198,                0.95033,                 0.8668,                 0.9354,                0.80731,                0.63947,                0.40618,                 1.1435,               0.000331,               0.000331,               0.000331
                    295,                0.49296,                0.27766,                 1.0114,                0.94032,                0.87574,                0.93555,                0.80804,                0.63833,                0.40542,                 1.1423,               0.000298,               0.000298,               0.000298
                    296,                0.48863,                0.27277,                 1.0071,                0.94311,                0.87574,                0.93611,                0.80845,                0.63724,                0.40454,                 1.1414,               0.000265,               0.000265,               0.000265
                    297,                0.48321,                0.26636,                 1.0031,                0.94153,                0.87439,                0.93747,                0.80894,                 0.6359,                0.40369,                 1.1401,               0.000232,               0.000232,               0.000232
                    298,                 0.4833,                0.26768,                 1.0054,                0.94235,                0.87431,                0.93771,                0.81012,                 0.6345,                0.40259,                 1.1389,               0.000199,               0.000199,               0.000199
                    299,                0.48003,                0.26432,                 1.0016,                0.95328,                 0.8656,                0.93795,                 0.8104,                0.63307,                 0.4014,                 1.1378,               0.000166,               0.000166,               0.000166
                    300,                0.47366,                0.25955,                0.99676,                0.95469,                0.86746,                0.93833,                0.81082,                0.63151,                0.40032,                 1.1364,               0.000133,               0.000133,               0.000133
